zone,capacity,area,CBD,dynamic_pricing,fast_count,slow_count,util_mean,util_max,energy_mean,price_mean,revenue_total,pct_hours_peak,pct_hours_offpeak
102,30.0,0.71,0,0,3,27,0.5528973765432099,0.8,64.03234471392918,1.0236157407407407,47294.6580084829,0.001388888888888889,0.009722222222222222
105,93.0,0.77,0,0,0,93,0.14911638789326961,0.2948028673835126,79.8745478389625,1.1241666670000001,64650.45904002613,0.0,1.0
107,88.0,0.89,0,0,2,86,0.20709175084175083,0.32954545454545453,86.7471176688486,0.9263636359999998,57858.750242088805,0.0,0.9763888888888889
108,39.0,1.26,0,0,0,39,0.35242462013295345,0.5897435897435898,88.48211998516945,0.9900000000000001,63070.05512542878,0.0,0.2875
109,39.0,3.15,0,0,0,39,0.1595946106362773,0.3333333333333333,43.21093788602778,1.0039999999999998,31236.32277905176,0.0,0.9888888888888889
110,86.0,2.13,0,0,12,74,0.10515450043066321,0.2558139534883721,52.22508661278055,1.0150000000000001,38166.09329662003,0.0,1.0
111,85.0,1.76,0,0,0,85,0.20684232026143792,0.2911764705882353,66.58013946752222,1.1204730638303244,53703.288145606704,0.0,1.0
115,23.0,0.72,0,0,0,23,0.06175020128824477,0.21739130434782608,7.773788965572222,1.1500000000000001,6436.697263493799,0.0,1.0
123,28.0,3.69,0,0,0,28,0.11376488095238094,0.2857142857142857,22.221516203752778,0.5433333329999999,8693.057133574923,0.0,1.0
124,56.0,26.92,0,0,0,56,0.11830357142857142,0.25,45.373854166595834,1.0199999999999998,33322.55849994798,0.0,1.0
202,57.0,2.04,1,0,0,57,0.18120126705653022,0.3508771929824561,54.04241165142361,1.0755555559999999,41850.44360015602,0.0,0.9847222222222223
204,57.0,1.11,1,0,0,57,0.1215541747888239,0.2807017543859649,47.86990779312083,1.0112500000000002,34854.079864171275,0.0,1.0
205,59.0,0.89,1,0,0,59,0.08306850282485875,0.15536723163841806,30.614157021730556,1.17,25789.365875105817,0.0,1.0
206,115.0,0.65,1,1,0,115,0.20053945249597424,0.5376811594202898,111.57051138160277,1.090682326388889,88617.77619183571,0.0,0.7527777777777778
208,13.0,1.15,0,0,0,13,0.4123842592592593,0.7564102564102565,37.45078317944167,1.3499999999999999,36402.1612504173,0.0,0.1763888888888889
215,52.0,1.71,1,0,0,52,0.08652955840455841,0.28846153846153844,26.313021604454168,1.0,18945.375555207,0.0,1.0
216,24.0,1.86,1,0,0,24,0.33642939814814815,0.625,51.22073379646111,0.863333333,31838.808115587257,0.0,0.30972222222222223
217,129.0,1.44,1,0,0,129,0.2782183103646282,0.578811369509044,239.2145715662861,0.9890000000000002,170339.912120921,0.0,0.6597222222222222
223,159.0,2.41,1,1,4,155,0.27423057884928953,0.44654088050314467,255.14689988439443,1.1125128291377315,204338.10750334896,0.0,0.7111111111111111
224,141.0,1.82,1,0,0,141,0.16957331888626215,0.2624113475177305,130.3210443679389,1.0577272729999998,99247.76846914465,0.0,1.0
225,20.0,1.57,1,0,0,20,0.17492476851851851,0.36666666666666664,24.40354745364028,1.09,19151.90404161689,0.0,0.9208333333333333
226,71.0,1.2,1,0,9,62,0.2833447443922796,0.5492957746478874,108.53593595691667,0.999625,78116.56918627163,0.0,0.6888888888888889
227,95.0,1.64,1,0,5,90,0.38088572124756337,0.6298245614035088,212.64922125716808,0.9050334027777778,140386.7125891814,0.0,0.14722222222222223
235,43.0,10.82,0,0,0,43,0.34094261412575366,0.5581395348837209,70.48194945988472,0.775,39328.927798615674,0.0,0.3013888888888889
307,160.0,3.2,0,0,0,160,0.28612413194444447,0.4244791666666667,257.3790679016653,1.0253333330000003,190007.5230259544,0.0,0.6
309,119.0,7.63,0,0,0,119,0.1558298319327731,0.2815126050420168,56.60399710671944,0.9310879629629631,37877.30887807533,0.0,1.0
320,25.0,3.28,1,0,0,25,0.14877314814814813,0.4033333333333334,14.117038000487499,0.9849999999999999,10011.803349945734,0.0,0.9555555555555556
322,66.0,1.23,1,1,18,48,0.3602500701459035,0.6111111111111112,1248.9211477585304,0.8451380208333333,750897.8123457152,0.0,0.28888888888888886
323,41.0,1.91,1,0,0,41,0.29855747515808495,0.926829268292683,85.06523418255416,1.1999999999999997,73496.36233372679,0.07083333333333333,0.6402777777777777
